,,,OMIE - Mercado de electricidad,Fecha Emisión :05/03/2024 - 13:55,Unnamed: 2,06/03/2024,Precios y volúmenes del mercado diario,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
Fecha,Hora,Precio marginal en el sistema español (EUR/MWh),Precio marginal en el sistema portugués (EUR/MWh),Energía total de compra sistema español (MWh),Energía total de venta sistema español (MWh),Energía total de compra sistema portugués (MWh),Energía total de venta sistema portugués (MWh),Energía total de compra del mercado Ibérico (MWh),Energía total de venta del mercado Ibérico (MWh),Energía total con bilaterales del mercado Ibérico (MWh),
22/03/2023,19,"   120,78","   120,78","  15645,6","  18393,3","   6135,1","   5225,6","  21780,7","  23618,9","  32838,3",
22/03/2023,20,"   140,00","   140,00","  15864,3","  17675,7","   6476,2","   5966,6","  22340,5","  23642,3","  35090,6",
22/03/2023,21,"   125,98","   125,98","  16727,0","  16495,5","   7182,2","   5488,7","  23909,2","  21984,2","  37376,5",
22/03/2023,22,"   124,80","   124,80","  15882,4","  15853,3","   7100,9","   5130,0","  22983,3","  20983,3","  36259,7",
22/03/2023,23,"   120,25","   120,25","  14712,1","  14333,4","   6651,3","   5030,0","  21363,4","  19363,4","  33226,2",
22/03/2023,24,"   111,42","   111,42","  13342,6","  13466,1","   6072,7","   3949,2","  19415,3","  17415,3","  29995,1",
21/03/2023,1,"   120,79","   120,79","  13001,1","  11886,0","   5551,5","   5066,9","  18552,6","  16952,9","  28699,8",
21/03/2023,2,"   112,28","   112,28","  12542,5","  11418,1","   5003,7","   3945,4","  17546,2","  15363,5","  26988,1",
21/03/2023,3,"   111,56","   111,56","  12237,3","  11398,3","   4909,7","   4052,2","  17147,0","  15450,5","  26141,7",
21/03/2023,4,"   108,65","   108,65","  12008,2","  11100,7","   4947,5","   3899,5","  16955,7","  15000,2","  25781,2",
21/03/2023,5,"   110,00","   110,00","  12084,3","  10867,6","   4878,2","   4023,5","  16962,5","  14891,1","  25752,4",
21/03/2023,6,"   118,21","   118,21","  12446,3","  10924,9","   4428,6","   4722,5","  16874,9","  15647,4","  25930,8",
21/03/2023,7,"   130,09","   130,09","  13639,3","  12990,2","   4540,1","   6029,6","  18179,4","  19019,8","  28478,0",
21/03/2023,8,"   145,66","   145,66","  15297,4","  14950,4","   4899,6","   7181,7","  20197,0","  22132,1","  31991,8",
21/03/2023,9,"   138,01","   138,01","  16333,4","  17394,5","   5623,2","   6912,1","  21956,6","  24306,6","  34300,5",
21/03/2023,10,"   127,18","   127,18","  17550,6","  19676,4","   6310,1","   6534,3","  23860,7","  26210,7","  35617,3",
21/03/2023,11,"   115,11","   115,11","  18108,6","  20044,3","   6438,0","   5451,3","  24546,6","  25495,6","  35849,1",
21/03/2023,12,"   107,04","   107,04","  18113,3","  20753,8","   6325,1","   4721,3","  24438,4","  25475,1","  35862,7",
21/03/2023,13,"   102,45","   102,45","  18173,3","  21202,0","   6348,2","   4458,5","  24521,5","  25660,5","  36099,9",
21/03/2023,14,"   100,09","   100,09","  18062,5","  21447,9","   6157,6","   4239,0","  24220,1","  25686,9","  35793,4",
21/03/2023,15,"    99,10","    99,10","  17762,8","  21378,9","   6054,5","   3961,4","  23817,3","  25340,3","  35362,3",
21/03/2023,16,"    99,00","    99,00","  17212,3","  21221,0","   6179,6","   3988,6","  23391,9","  25209,6","  34789,0",
21/03/2023,17,"   102,46","   102,46","  16811,8","  20814,1","   6169,1","   4412,5","  22980,9","  25226,6","  34159,9",
21/03/2023,18,"   114,07","   114,07","  16492,8","  19307,4","   6128,6","   5452,4","  22621,4","  24759,8","  33470,9",
21/03/2023,19,"   132,93","   132,93","  16995,8","  18556,9","   6183,6","   6430,0","  23179,4","  24986,9","  33285,6",
21/03/2023,20,"   143,90","   143,90","  16956,3","  16389,6","   6507,0","   7254,2","  23463,3","  23643,8","  35607,3",
21/03/2023,21,"   137,33","   137,33","  18583,6","  15459,9","   7227,2","   6694,0","  25810,8","  22153,9","  38333,9",
21/03/2023,22,"   135,00","   135,00","  17495,4","  14453,4","   7150,7","   6492,7","  24646,1","  20946,1","  37193,9",
21/03/2023,23,"   129,72","   129,72","  15953,5","  13122,0","   6691,9","   5823,4","  22645,4","  18945,4","  34329,0",
21/03/2023,24,"   123,50","   123,50","  14804,4","  11812,1","   6117,3","   5409,6","  20921,7","  17221,7","  30753,3",
20/03/2023,1,"   124,00","   124,00","  11960,6","  12116,7","   4855,7","   2956,7","  16816,3","  15073,4","  26105,4",
20/03/2023,2,"   114,94","   114,94","  11609,5","  11557,4","   4629,3","   2267,3","  16238,8","  13824,7","  24778,2",
20/03/2023,3,"   113,06","   113,06","  11606,7","  11073,5","   4365,4","   2278,2","  15972,1","  13351,7","  23863,1",
20/03/2023,4,"   110,18","   110,18","  11429,6","  10803,0","   4220,7","   2194,1","  15650,3","  12997,1","  23468,9",
20/03/2023,5,"   110,25","   110,25","  11576,5","  10652,1","   4157,6","   2370,2","  15734,1","  13022,3","  23538,5",
20/03/2023,6,"   116,40","   116,40","  11526,5","  11123,5","   4155,3","   3022,6","  15681,8","  14146,1","  24215,8",
20/03/2023,7,"   135,77","   135,77","  13015,4","  13706,3","   4307,2","   4394,2","  17322,6","  18100,5","  27208,5",
20/03/2023,8,"   148,43","   148,43","  14592,2","  14918,6","   4709,0","   6220,4","  19301,2","  21139,0","  30672,4",
20/03/2023,9,"   140,00","   140,00","  15122,6","  17598,1","   5364,8","   5479,3","  20487,4","  23077,4","  33107,4",
20/03/2023,10,"   123,01","   123,01","  15554,4","  19206,8","   6157,9","   5095,5","  21712,3","  24302,3","  34354,1",
20/03/2023,11,"   115,00","   115,00","  16942,3","  21119,7","   6373,2","   4785,8","  23315,5","  25905,5","  34763,0",
20/03/2023,12,"   105,01","   105,01","  16892,8","  21610,6","   6264,0","   4413,2","  23156,8","  26023,8","  34784,5",
20/03/2023,13,"   100,20","   100,20","  16903,0","  21967,2","   6487,2","   4290,0","  23390,2","  26257,2","  35048,6",
20/03/2023,14,"   100,00","   100,00","  16914,4","  21893,3","   6454,4","   4342,5","  23368,8","  26235,8","  35073,1",
20/03/2023,15,"    97,25","    97,25","  16681,0","  21859,2","   6635,1","   4323,9","  23316,1","  26183,1","  35014,7",
20/03/2023,16,"    98,73","    98,73","  16180,2","  21440,9","   6483,5","   4274,8","  22663,7","  25715,7","  34192,1",
20/03/2023,17,"   110,00","   110,00","  15925,8","  20705,3","   6249,7","   4522,2","  22175,5","  25227,5","  33446,5",
20/03/2023,18,"   125,00","   125,00","  15831,2","  19811,7","   6257,6","   5329,1","  22088,8","  25140,8","  33020,0",
20/03/2023,19,"   132,45","   132,45","  14703,6","  18047,7","   6299,5","   5498,4","  21003,1","  23546,1","  32856,0",
20/03/2023,20,"   165,47","   165,47","  15660,5","  17405,6","   6632,4","   7167,5","  22292,9","  24573,1","  34918,3",
20/03/2023,21,"   152,36","   152,36","  17420,7","  16102,1","   7346,5","   6832,8","  24767,2","  22934,9","  37603,8",
20/03/2023,22,"   135,49","   135,49","  16751,4","  15529,6","   7248,8","   5289,4","  24000,2","  20819,0","  36793,7",
20/03/2023,23,"   127,50","   127,50","  15378,7","  14344,5","   6790,3","   4994,7","  22169,0","  19339,2","  34020,2",
20/03/2023,24,"   117,04","   117,04","  13723,4","  12963,5","   6181,0","   4266,4","  19904,4","  17229,9","  30322,2",
19/03/2023,1,"   110,03","   110,03","  11684,5","  12466,1","   5085,5","   4212,7","  16770,0","  16678,8","  26595,9",
19/03/2023,2,"   106,00","   106,00","  10998,6","  12637,0","   4709,4","   3312,6","  15708,0","  15949,6","  24896,0",
19/03/2023,3,"    99,60","    99,60","  10688,1","  12299,3","   4388,1","   2952,1","  15076,2","  15251,4","  23700,7",
19/03/2023,4,"    99,18","    99,18","  10284,8","  12091,7","   4170,8","   2789,7","  14455,6","  14881,4","  22819,6",
19/03/2023,5,"    98,74","    98,74","  10212,6","  12073,9","   4054,5","   2646,7","  14267,1","  14720,6","  22493,1",
19/03/2023,6,"   103,36","   103,36","  10111,4","  12058,7","   4001,8","   2688,6","  14113,2","  14747,3","  22349,2",
19/03/2023,7,"   100,00","   100,00","  10323,6","  12273,6","   4004,0","   2598,1","  14327,6","  14871,7","  22726,1",
19/03/2023,8,"   102,45","   102,45","  10426,6","  13163,2","   4027,2","   2812,1","  14453,8","  15975,3","  22558,8",
19/03/2023,9,"    99,34","    99,34","  10937,6","  15904,8","   4054,7","   2740,5","  14992,3","  18645,3","  23769,3",
19/03/2023,10,"    69,99","    69,99","  13205,9","  18950,5","   4513,5","   2421,9","  17719,4","  21372,4","  27598,2",
19/03/2023,11,"    65,00","    65,00","  14621,4","  21097,1","   5348,3","   2525,6","  19969,7","  23622,7","  30501,7",
19/03/2023,12,"    65,00","    65,00","  14929,2","  21721,4","   5555,9","   2416,7","  20485,1","  24138,1","  31263,5",
19/03/2023,13,"    66,25","    66,25","  14987,4","  21765,5","   5534,7","   2409,6","  20522,1","  24175,1","  31218,1",
19/03/2023,14,"    69,55","    69,55","  14836,7","  21447,2","   5291,5","   2334,0","  20128,2","  23781,2","  30842,2",
19/03/2023,15,"    69,55","    69,55","  14719,3","  21146,2","   5042,9","   2269,0","  19762,2","  23415,2","  30406,4",
19/03/2023,16,"    50,00","    50,00","  15971,7","  20569,1","   5503,1","   2155,7","  21474,8","  22724,8","  31701,4",
19/03/2023,17,"    58,00","    58,00","  15169,5","  19764,5","   5401,8","   2056,8","  20571,3","  21821,3","  30414,2",
19/03/2023,18,"    69,15","    69,15","  13844,1","  17978,0","   4837,3","   1953,4","  18681,4","  19931,4","  28038,4",
19/03/2023,19,"   104,00","   104,00","  12164,4","  15579,6","   4851,7","   2686,5","  17016,1","  18266,1","  26435,9",
19/03/2023,20,"   152,91","   152,91","  13078,6","  15427,4","   5220,5","   5287,2","  18299,1","  20714,6","  28770,6",
19/03/2023,21,"   144,71","   144,71","  14522,9","  14999,7","   6009,1","   5219,6","  20532,0","  20219,3","  31803,0",
19/03/2023,22,"   135,27","   135,27","  14486,9","  14184,7","   6140,0","   5116,8","  20626,9","  19301,5","  32002,4",
19/03/2023,23,"   132,90","   132,90","  13322,7","  13923,7","   5660,8","   5117,2","  18983,5","  19040,9","  29949,7",
19/03/2023,24,"   130,00","   130,00","  12310,4","  12934,0","   5300,7","   4844,1","  17611,1","  17778,1","  27549,8",
18/03/2023,1,"   111,40","   111,40","  12601,9","  15639,1","   5435,7","   4706,3","  18037,6","  20345,4","  28579,0",
18/03/2023,2,"   105,87","   105,87","  11808,9","  15205,8","   5054,3","   3945,2","  16863,2","  19151,0","  26849,6",
18/03/2023,3,"    97,96","    97,96","  11425,4","  15079,6","   4666,8","   3602,6","  16092,2","  18682,2","  25464,9",
18/03/2023,4,"    95,00","    95,00","  11155,3","  14551,6","   4456,0","   3181,2","  15611,3","  17732,8","  24703,9",
18/03/2023,5,"    96,18","    96,18","  11040,3","  14432,7","   4357,8","   3305,4","  15398,1","  17738,1","  24306,2",
18/03/2023,6,"    99,80","    99,80","  10907,3","  14216,9","   4293,9","   3659,7","  15201,2","  17876,6","  24115,8",
18/03/2023,7,"   103,50","   103,50","  11208,3","  13934,5","   4289,4","   3891,0","  15497,7","  17825,5","  24730,6",
18/03/2023,8,"   105,43","   105,43","  11662,2","  14408,7","   4306,7","   4072,0","  15968,9","  18480,7","  25286,5",
18/03/2023,9,"   100,64","   100,64","  12284,0","  15370,0","   4480,1","   4009,9","  16764,1","  19379,9","  26964,8",
18/03/2023,10,"    97,96","    97,96","  13209,5","  17223,9","   4947,6","   3800,2","  18157,1","  21024,1","  29436,9",
18/03/2023,11,"    85,00","    85,00","  14167,5","  18994,7","   5301,5","   3341,3","  19469,0","  22336,0","  31226,0",
18/03/2023,12,"    84,00","    84,00","  17000,4","  22329,3","   5399,8","   3353,9","  22400,2","  25683,2","  31541,7",
18/03/2023,13,"    84,06","    84,06","  16900,1","  22298,5","   5549,8","   3159,1","  22449,9","  25457,6","  31576,1",
18/03/2023,14,"    80,42","    80,42","  17062,2","  22018,2","   5553,5","   3176,9","  22615,7","  25195,1","  31830,9",
18/03/2023,15,"    85,00","    85,00","  16584,5","  21878,5","   5390,5","   3379,5","  21975,0","  25258,0","  31075,0",
18/03/2023,16,"    70,00","    70,00","  15944,7","  21598,3","   5308,0","   3261,4","  21252,7","  24859,7","  30008,6",
18/03/2023,17,"    74,32","    74,32","  15354,2","  20790,9","   5288,6","   3458,9","  20642,8","  24249,8","  29204,0",
18/03/2023,18,"    95,00","    95,00","  14729,0","  19695,7","   5274,0","   3914,3","  20003,0","  23610,0","  28190,0",
18/03/2023,19,"   113,45","   113,45","  12557,5","  16297,0","   5403,9","   5271,4","  17961,4","  21568,4","  28413,4",
18/03/2023,20,"   128,26","   128,26","  13690,6","  15550,5","   5792,8","   6475,9","  19483,4","  22026,4","  30842,8",
18/03/2023,21,"   144,15","   144,15","  14797,9","  15280,9","   6435,7","   6596,7","  21233,6","  21877,6","  33076,4",
18/03/2023,22,"   132,92","   132,92","  14870,4","  14518,9","   6362,4","   6172,0","  21232,8","  20690,9","  32741,5",
18/03/2023,23,"   129,95","   129,95","  13591,9","  13956,7","   5928,2","   6121,1","  19520,1","  20077,8","  30413,3",
18/03/2023,24,"   118,46","   118,46","  12409,4","  13618,4","   5462,2","   5307,5","  17871,6","  18925,9","  28107,5",
17/03/2023,1,"    79,66","    79,66","  15204,5","  19083,6","   5749,4","   3541,9","  20953,9","  22625,5","  29970,8",
17/03/2023,2,"    74,57","    74,57","  14722,2","  18699,0","   5333,1","   3624,8","  20055,3","  22323,8","  28346,4",
17/03/2023,3,"    71,69","    71,69","  14008,4","  18118,2","   4923,3","   3523,5","  18931,7","  21641,7","  27017,0",
17/03/2023,4,"    65,00","    65,00","  13776,5","  17764,8","   4856,6","   3596,3","  18633,1","  21361,1","  26646,1",
17/03/2023,5,"    66,78","    66,78","  13629,2","  17395,3","   4716,0","   3625,9","  18345,2","  21021,2","  26307,6",
17/03/2023,6,"    76,40","    76,40","  14107,6","  17727,2","   4604,0","   3759,4","  18711,6","  21486,6","  26789,5",
17/03/2023,7,"    85,01","    85,01","  15655,3","  18166,9","   4657,0","   4145,4","  20312,3","  22312,3","  29213,9",
17/03/2023,8,"   100,00","   100,00","  17102,3","  18775,5","   4888,5","   5215,3","  21990,8","  23990,8","  32089,9",
17/03/2023,9,"    99,64","    99,64","  18365,4","  20380,4","   5522,3","   5507,3","  23887,7","  25887,7","  34473,1",
17/03/2023,10,"    76,08","    76,08","  19573,7","  22946,9","   6292,5","   4919,3","  25866,2","  27866,2","  35997,0",
17/03/2023,11,"    50,00","    50,00","  20561,8","  24763,8","   6944,0","   4742,0","  27505,8","  29505,8","  37467,8",
17/03/2023,12,"    49,20","    49,20","  22340,2","  26766,7","   6889,7","   4913,2","  29229,9","  31679,9","  38926,7",
17/03/2023,13,"    32,26","    32,26","  23121,9","  27928,9","   7523,6","   5166,6","  30645,5","  33095,5","  40337,0",
17/03/2023,14,"    29,59","    29,59","  22949,3","  27475,1","   7362,0","   5286,2","  30311,3","  32761,3","  39936,5",
17/03/2023,15,"    27,83","    27,83","  22243,7","  27197,5","   7714,6","   5210,8","  29958,3","  32408,3","  39561,8",
17/03/2023,16,"    27,83","    27,83","  21637,5","  26882,1","   7850,4","   5102,8","  29487,9","  31984,9","  38925,1",
17/03/2023,17,"    29,59","    29,59","  21404,1","  26428,7","   7497,0","   4969,4","  28901,1","  31398,1","  38260,7",
17/03/2023,18,"    49,10","    49,10","  20134,9","  24948,4","   7016,3","   4699,8","  27151,2","  29648,2","  36268,5",
17/03/2023,19,"    57,15","    57,15","  14748,3","  18765,4","   6609,2","   4542,1","  21357,5","  23307,5","  33474,3",
17/03/2023,20,"    91,00","    91,00","  15592,3","  19166,7","   6621,4","   4997,0","  22213,7","  24163,7","  35023,1",
17/03/2023,21,"   127,69","   127,69","  16218,6","  18603,1","   7076,0","   6641,5","  23294,6","  25244,6","  36395,4",
17/03/2023,22,"   115,00","   115,00","  15897,2","  18300,5","   6943,5","   5943,6","  22840,7","  24244,1","  35634,5",
17/03/2023,23,"   110,35","   110,35","  14579,4","  17466,2","   6498,4","   5473,0","  21077,8","  22939,2","  33096,7",
17/03/2023,24,"    95,00","    95,00","  13274,2","  17034,6","   6045,4","   4235,0","  19319,6","  21269,6","  30238,1",
16/03/2023,1,"   117,39","   117,39","  13084,0","  13801,3","   5688,9","   4929,8","  18772,9","  18731,1","  29048,5",
16/03/2023,2,"   107,59","   107,59","  12558,5","  13417,6","   5125,1","   3314,2","  17683,6","  16731,8","  27328,7",
16/03/2023,3,"   103,80","   103,80","  12484,5","  12834,4","   4817,6","   3235,1","  17302,1","  16069,5","  26302,8",
16/03/2023,4,"   100,00","   100,00","  12012,0","  12455,2","   4630,6","   3129,5","  16642,6","  15584,7","  25752,1",
16/03/2023,5,"    98,07","    98,07","  12032,3","  12905,0","   4574,0","   2926,6","  16606,3","  15831,6","  25680,3",
16/03/2023,6,"   103,82","   103,82","  12355,8","  13486,0","   4517,7","   3218,2","  16873,5","  16704,2","  26274,8",
16/03/2023,7,"   118,99","   118,99","  13655,3","  15842,4","   4623,2","   4736,1","  18278,5","  20578,5","  28739,2",
16/03/2023,8,"   132,42","   132,42","  15233,7","  16617,4","   4904,4","   5820,7","  20138,1","  22438,1","  32052,5",
16/03/2023,9,"   110,86","   110,86","  17213,4","  20624,5","   5593,6","   4482,5","  22807,0","  25107,0","  34609,5",
16/03/2023,10,"    98,88","    98,88","  19081,6","  23886,3","   6373,9","   3869,2","  25455,5","  27755,5","  35956,2",
16/03/2023,11,"    65,00","    65,00","  21154,9","  26311,5","   6848,8","   3992,2","  28003,7","  30303,7","  37760,8",
16/03/2023,12,"    58,17","    58,17","  21658,5","  27794,5","   7275,8","   3682,8","  28934,3","  31477,3","  38831,0",
16/03/2023,13,"    49,87","    49,87","  22584,8","  28871,6","   7605,0","   3861,2","  30189,8","  32732,8","  40200,6",
16/03/2023,14,"    39,99","    39,99","  23172,4","  29370,8","   7625,2","   3969,8","  30797,6","  33340,6","  40842,7",
16/03/2023,15,"    29,59","    29,59","  22977,6","  29185,5","   7592,8","   3927,9","  30570,4","  33113,4","  40391,2",
16/03/2023,16,"    29,59","    29,59","  22631,4","  28611,2","   7207,7","   3863,9","  29839,1","  32475,1","  39475,5",
16/03/2023,17,"    46,97","    46,97","  21826,5","  28026,0","   7281,0","   3717,5","  29107,5","  31743,5","  38610,4",
16/03/2023,18,"    67,15","    67,15","  19432,0","  25114,3","   6557,6","   3511,3","  25989,6","  28625,6","  35411,8",
16/03/2023,19,"   100,07","   100,07","  17046,2","  21830,5","   6541,1","   4006,8","  23587,3","  25837,3","  33944,9",
16/03/2023,20,"   118,61","   118,61","  16155,7","  19765,4","   6836,3","   5476,6","  22992,0","  25242,0","  36152,4",
16/03/2023,21,"   117,14","   117,14","  16982,3","  18460,4","   7312,7","   5455,9","  24295,0","  23916,3","  38105,5",
16/03/2023,22,"   102,49","   102,49","  16445,5","  17532,1","   7169,9","   4386,2","  23615,4","  21918,3","  37049,2",
16/03/2023,23,"   102,47","   102,47","  15125,2","  16480,1","   6783,6","   4468,5","  21908,8","  20948,6","  34159,4",
16/03/2023,24,"    89,01","    89,01","  13521,9","  16164,7","   6314,3","   3988,9","  19836,2","  20153,6","  30964,5",
